"neighborhood","geoid","population","latitude","longitude","perceived_violence","svi","walkability","eviction_filing_rate","eviction_rate","perceived_sidewalk_qual","internet_access","easy_to_transit","rent_burdened","tree_canopy","litter","low_food_access","adult_loneliness","mental_health_need","disability","overall_health","perceived_safety","trust_law_enforce","trust_local_gov","high_school_grad","college_grad","preschool_enroll","unemployment","community_belonging","single_parent","poverty","percent_snap","percent_eligible_no_snap","public_assistance","foreign_born","limited_english_proficiency","nonhispanic_white","firearm_homicide","grade9_ed","roads_rail_airport_proximity_index","food_insecurity","medicaid","noncitizen","veteran","chicago_area","facet_area"
"South Chicago","46",27254,-87.551435,41.741243,54.44417983,79.5163467247348,12.3949768518056,5.95170739297916,2.50222100709257,49.390150299,84.824828202,78.42876358,52.3281859987983,19.3,32.456932875,25.3540326101423,46.53239852,94.246281029,12.1549499177072,86.35155913,32.982269838,48.193430928,43.066909741,82.3722882826112,19.8759456966741,73.54075471605,17.1472228878561,34.791247421,13.868723851302,28.8162996984286,39.4130357687428,27.9778735952477,5.40067028857555,12.4394243039886,4.93453974323992,3.34511017833639,70.2,90.6401983407078,77.7738800725736,31.9696518303482,42.910633074669,5.98403683686673,5.58802400629675,"south","The South Side"
"Burnside","47",2514,-87.59647,41.728181,27.122242164,85.6430024488488,12.8339261810341,3.30054294470155,0.881236741048134,63.186763248,78.277248017,70.492080687,41.619461712016,23.7,40.56914293,94.2531011377957,39.7538428,60.415798013,24.5524290008905,70.655813755,57.325267713,70.481115144,56.743401103,87.1941385342726,19.2279625640143,99.9335105706469,16.2163685618384,50.564628156,4.44880658054302,16.1376586483603,41.0848281252989,38.5424790780076,0.00692913964057466,3.60410718536086,0.143935666459674,1.77744836969891,57.1,93.6907090048449,77.0008692555227,31.4972210610949,33.9724959182646,0.225789751867265,10.4784630371041,"south","The South Side"
"Calumet Heights","48",13085,-87.57272,41.729673,24.236443159,53.0930021074419,13.6212855669329,3.04489992700393,0.835262072644971,68.137415338,88.196123697,80.045914852,38.6735231285945,20.4,46.655773751,40.1176905110561,11.70128913,77.63802988,16.3700392780642,74.405768635,73.572467061,60.96602176,51.175668114,94.5672000678978,39.4354105713609,78.4937290338738,8.24108924112915,61.085920294,9.54563940200023,12.3462768608019,17.8545949342664,44.4019282440657,2.54305860051738,3.9223330701651,0.427415091751387,0.238509775473768,51,98.3898369774942,77.9991503584241,21.6854258838495,21.6214901949148,1.6233727041526,8.52917088224893,"south","The South Side"
"Roseland","49",38934,-87.623366,41.706588,47.368107675,77.5547936004754,13.3411382704295,5.23812669267861,1.82910754084866,45.564879824,91.340746971,71.637918853,53.0811427204494,22.3,26.362419638,66.6029013129088,22.29478693,86.136806562,18.3873321184488,84.305739454,50.384738207,39.616246263,29.340992923,85.7493727680501,21.973804396123,46.0954576316204,18.8438275338187,56.444856971,14.0532432612626,21.790136060794,32.8440389573305,43.1201895564411,5.76909138066787,1.63791974579032,0.164866079714548,1.38386142809132,94.6,96.3718703508131,70.5863671618946,30.8562312307057,39.0224704656406,0.8173898878732,5.2977520002508,"south","The South Side"
"North Center","5",35150,-87.683839,41.947811,9.1677853067,13.7436845980964,16.4993020730495,0.463783361636406,0.157502792198416,71.690051946,94.490990999,87.495300736,28.7636312904414,24.3,75.722174128,15.9023273001898,25.67632353,68.156423352,5.81852798887477,96.087969903,85.961169814,73.171858601,55.915181731,96.8609812504602,79.4695634013796,71.6166257991833,3.63480596449594,59.575764332,2.7759737917219,4.78157409643083,4.04081716329854,85.8533039898412,1.91328929716651,9.94697437863105,1.52922932136645,73.2188167629721,0,98.3820161436527,52.912668437239,10.2127097872902,5.42772209094137,3.83346718606295,1.62835146277108,"north","The North Side"
"Pullman","50",6866,-87.598252,41.706131,33.435202598,45.5650520215603,13.2411760192555,3.60492908551715,0.748685589602764,56.032111726,95.111000632,65.334486254,46.6054465529683,19.3,41.819403238,77.8757988533393,59.64514125,NA,12.9898458624412,72.387373571,53.631914048,25.25767183,31.762730786,90.3120217470311,27.4778545624353,65.7789834329576,13.3205662544416,33.832408666,9.90506683123221,17.9618794908703,22.1149408490259,39.7471802431385,2.55330413194096,3.15939519418932,1.14635309690464,11.0830862759554,85.4,97.5411147445462,77.8411028372617,28.1526883075323,27.3973189253534,1.87265328364312,3.84310153869955,"south","The South Side"
"South Deering","51",14125,-87.570058,41.690639,38.616990155,85.3721428025175,13.0710960637215,2.58990157365353,1.06276724909833,33.812079214,88.95103895,66.700341964,64.2438963387203,14.1,34.343212066,70.7701693258621,43.76446707,56.326127583,14.20551798099,86.724440319,43.8863538,45.459362226,33.549032404,82.5162518636474,15.8641885006695,79.6627430722236,15.2347076195574,23.4598728,13.3852727403229,29.9521872267053,39.0196968456161,26.2908396423092,4.0626844183539,11.5606783856454,4.80505912797089,4.41638769453393,60.3,91.7155638833093,63.9078862332204,30.5987329771936,45.2368792841245,5.54801076490043,4.83790661297691,"south","The South Side"
"East Side","52",21787,-87.534907,41.707306,52.402927046,71.0739711156204,13.6946957250564,1.75947493288198,0.407082580443433,19.198894379,93.290745779,56.713872395,39.0056476062162,15.8,52.051127056,23.527644813033,33.49918528,87.073352249,8.92360332661776,91.734586399,53.419129226,63.111862861,27.867769823,73.8497999438772,11.961613477289,57.41931206579,7.39519306630528,25.856233775,12.0889498538092,14.5131398751342,21.3722593054361,44.4484459967642,3.618727371239,25.56850392748,11.329962057054,11.0708060428771,17.9,83.5219079431831,75.6018523773325,17.8930396311004,29.2941410195187,14.8070462476681,3.50628946506954,"south","The South Side"
"West Pullman","53",25940,-87.635745,41.67382,37.88976883,75.8341580878844,13.5775371599444,6.4071628350553,2.24115888166802,32.477905619,96.049438122,60.59222988,53.7636367696368,26,17.517913166,63.6690448179955,18.15121651,65.822500454,17.2313811571505,89.439748845,51.44427258,62.531442423,39.331924505,88.158621568579,17.8880176132098,61.7922681588914,18.6548110906003,47.15666502,15.9116262879886,22.7580971346015,33.7612343586074,32.774179805513,4.61747460037453,3.56080619405864,1.49465273776377,1.0524095223034,111.2,96.0150198920194,55.8916665545631,29.5882156292938,38.9965714776211,2.11257006989619,5.23139536127927,"south","The South Side"
"Riverdale","54",7229,-87.602849,41.660137,40.675603202,84.3565231665086,12.9107377026663,7.20666539222225,3.50844909006515,44.728308661,84.238405921,76.547621529,35.9909730945725,24.7,37.407429261,99.8478604652979,43.95300147,91.356376211,8.31272104125605,79.201354897,41.610690182,38.320149001,22.85312668,85.8654528897654,6.68354544956895,38.2877343865707,27.4141483976655,36.681697035,40.005753755522,52.1006261999678,63.8190758768366,21.2599156301811,8.16335704860983,0.605783191075075,0.0144579948152747,0.3272189069848,55.2,96.4801701836628,68.6538184639001,47.6106065954594,75.1577226133874,0.581250356199702,1.16564591185745,"south","The South Side"
"Hegewisch","55",9884,-87.556803,41.668188,18.139247911,74.0836390695204,12.3819353272002,6.26448332677109,2.76302761076591,41.478366692,92.010064207,57.37084609,42.2344473754076,18.5,42.101201648,30.8941740962106,13.74272502,68.957288467,7.21748713752115,88.218962889,69.525640227,78.284676518,48.463746113,85.4231705200046,18.3574991594565,71.0188504503159,10.9932230496492,48.603742481,13.9588694624947,12.3525687649518,20.380660720478,54.4118685525195,3.93026241407629,15.1825104906036,6.65419738829196,36.3163834857691,13.1,93.8729935779297,64.1631544671792,13.9642926420116,29.6053970220041,8.9677087020536,2.78286350678387,"south","The South Side"
"Garfield Ridge","56",35352,-87.764246,41.796185,12.123777768,54.7519943444078,14.7557737215495,2.29416103058897,0.409466370770408,56.310848575,88.430518606,74.77580967,41.4931620630685,12,74.913072275,47.7369888879815,29.61937736,72.715001861,11.4552471405673,90.399034943,81.443546553,85.493245889,45.540996933,83.4021561114724,24.1893824228041,36.2425714668941,5.20222768136231,30.840567701,3.27032779814218,6.44599578141018,8.51656671719775,71.5043344760799,3.39871313360809,24.377583871651,9.40006302452679,37.4235805641001,7.7,91.525583052425,91.730240634618,12.9317117562174,12.8822528891428,9.53201912814972,4.49240260855653,"west","The West Side"
"Archer Heights","57",14282,-87.726365,41.810873,28.837370994,70.1847981299472,14.5169409998557,1.81227962685858,0.477207453888992,53.064465712,89.389173565,60.038825295,61.7046932801414,8.3,47.861144886,0.584612868227603,38.48173113,83.36687158,6.09913324353004,88.084300822,53.135942208,60.628792639,34.134538381,75.1296969802654,10.2448208494821,10.3803488482463,13.6757078747655,42.264952519,3.97547217097004,9.80841327372334,16.2556616467359,70.7985092110126,4.28271479080987,42.366720738168,17.4352155947232,14.6764119442999,7.9,84.4111196259092,89.3064727117593,14.3367553367553,27.5327350830469,24.0388325698164,0.489146679705665,"west","The West Side"
"Brighton Park","58",45141,-87.698859,41.817364,43.578929207,81.5104662921678,14.5210106981624,1.97715812085258,0.636671661632893,42.877396708,87.131145721,73.837211091,44.7695487419093,12,26.315278222,17.5886856693077,37.72126258,86.978135731,9.88087805682954,86.930630167,49.113857047,48.178004579,32.471361099,70.8352438620674,13.425305959454,37.7253833260039,9.67743873794576,29.254303356,8.11483474825746,18.7280382803143,24.9052464454615,53.8596162152608,4.20980201790604,40.8706051000322,21.8611287033132,7.65033011189345,15.3,80.7040684252861,61.9786431977092,17.2998806991649,34.7585969250474,22.4653993892069,1.41783478957542,"west","The West Side"
"McKinley Park","59",15927,-87.6725,41.829927,9.8238970534,70.7220466026113,15.2270756213757,1.56939914016349,0.433072547953976,61.173365442,84.304019928,77.740935107,45.6280153957443,15,61.101506083,3.39383263658513,31.79809712,80.069327412,11.8035497057002,89.563027383,71.476374127,65.597842982,51.631779633,76.1730954331654,28.0185421351584,56.3670442695378,8.08251563999894,61.054025432,4.74670050600714,12.3450461548675,16.3500018919619,62.775319646228,4.27755800734628,38.6675413612238,18.7837861893173,14.3703917757134,14.1,86.9972646472303,76.7756554615963,18.4996200760648,26.5242556313529,15.5328505987993,2.95717046979195,"west","The West Side"
"Lake View","6",103048,-87.656001,41.944236,26.720927554,16.9312936439817,15.1797809941881,0.601833925109397,0.205305374395328,76.074879054,96.673155552,94.079125935,35.9637169529543,23.6,65.403615542,5.19481248042596,31.49918995,59.817453704,6.85633895891291,95.301584907,82.972889422,56.969485523,52.166895988,98.0423632043384,83.6321476702985,69.7489222132143,3.68886087008036,49.00195936,1.71038723020044,7.91885505259514,4.41648555727542,81.3666147596051,1.41496950529032,12.1035950292606,1.36386236786697,74.9103389090966,0,98.9062194539153,63.7384086236875,12.2064052935947,5.07635507556411,5.54954833855559,1.94182483986673,"north","The North Side"
"Bridgeport","60",33593,-87.648784,41.836151,22.63060086,66.3386017299552,15.3616616820558,0.846029153433053,0.245913720008374,45.390098771,88.266247678,73.238119308,35.9032325529748,13,43.418158072,35.0811113563643,32.16162112,92.09358422,10.8688885456079,85.088982391,62.095132964,54.552198272,33.013144366,81.9258045158456,38.0158304094677,68.2557363086782,6.73438512502358,35.812598794,4.83411003841456,14.4852268937739,11.5056708518042,59.3633239832724,4.40808557951193,35.9413228923018,17.4791977564918,34.1557415943046,0,89.6851710731735,76.2696681355597,17.3923181769545,22.4790767509933,15.8838088796663,3.30397575102274,"south","The South Side"
"New City","61",43510,-87.659171,41.809017,71.407372218,83.1955353326751,13.529518973468,3.26490202995454,1.07388411141701,38.550674027,79.495398955,59.321319268,48.231589977311,15.6,22.634101165,21.3747748946289,26.91402704,74.855860972,12.0097230663219,73.080447783,30.212504801,45.743270877,33.653584279,68.550751956306,10.2187411791963,50.4775074012755,13.6032536806989,43.054265444,11.6836729138322,29.3185227178882,31.851225156256,50.030885509801,6.54253440548879,26.4734112732022,16.7767264504783,9.61860384844031,36.4,80.3476221828487,54.2628987744524,24.0585207266865,40.7261619508593,18.7398855188912,1.46056825306667,"west","The West Side"
"West Elsdon","62",18249,-87.724213,41.792977,19.041729917,75.5180096979947,13.6277951739272,3.07410339075823,0.258591508242988,57.519870299,83.273037129,75.215499271,62.5435922198628,12.7,53.204022668,23.4935225660495,19.78255998,91.993891515,9.3108833101399,91.335103469,62.513985183,68.846431248,46.239873933,73.5409109193706,17.1176680605879,33.1713240395317,10.357699648783,57.112691836,11.4550818094118,12.9439189402273,18.4997841499046,55.5808127642251,4.34729572915342,33.8661318497763,14.9620929597214,14.5623589740509,6.1,84.6638963539309,91.7069511348042,13.1205721,26.6524271577161,15.3747502263773,3.27997327629367,"west","The West Side"
"Gage Park","63",39439,-87.696433,41.795429,31.412435215,90.4798505466213,13.6058066102639,2.20627069816452,0.697936924839654,34.173989463,88.151855582,61.31187107,54.1100907789058,14.6,32.940323576,20.8708077124487,32.79754651,75.125082728,9.26957757999055,89.82346519,37.959316217,36.133435837,34.361248426,70.1439750489529,11.1876770061187,19.6412344719735,15.6807915809426,40.742426019,8.89984835935741,15.8364452811325,25.2417556171484,49.3272466923891,6.46244035329253,38.8289447655072,19.2218724414337,2.90459034287448,14.4,81.2965488654088,37.1042053552006,17.0196809771288,32.1658671960589,23.2034696410912,2.04312884294778,"west","The West Side"
"Clearing","64",24519,-87.768517,41.779582,16.094531935,55.9708553908199,14.2745968806404,2.3790454987187,0.829816152192466,46.295753869,92.499598544,67.558152208,51.5901895956271,8.8,60.012793938,49.1477609721487,19.76050458,74.694275441,8.74550168515151,93.010379447,67.176297615,72.870012486,49.603375638,86.536090715588,22.7116410764267,42.7836756240268,8.34982133578234,46.291010077,5.13999574771948,6.60238016110522,13.1621008426263,53.3812700634594,4.99297013830922,23.7174427341112,8.58978856789035,35.793385309966,5.2,91.8742402680778,87.3718445816083,13.7653086796302,16.1484623810022,10.5054542368405,4.02991240964605,"west","The West Side"
"West Lawn","65",33543,-87.726927,41.769774,40.146599181,78.5284261386088,14.1072367348587,2.60508742847346,0.67141462694709,34.635426653,79.777617365,68.57251245,58.7535699546729,10.7,45.474548084,33.4765732598414,29.42907788,81.264907941,8.2625830586197,83.025320818,61.303013852,55.639231822,33.5893855,72.8528841271527,15.9745760495192,13.7223803320277,11.4411881219493,51.518999766,7.40953277843992,14.6981220984344,17.7945438421909,62.9976418977142,1.99911036320643,32.4742279541478,13.6767420140971,12.4348067740238,6.7,83.9572445524704,83.4879916844887,14.5359166436666,28.3542762476872,16.7932160194647,2.20824756892409,"west","The West Side"
"Chicago Lawn","66",55789,-87.695667,41.771849,40.314535353,90.7997486274631,13.1586716503513,3.85002631132864,1.37969145205799,39.226903348,87.467844844,66.070301602,62.5843004893906,18.5,20.660622051,27.0809916982636,34.20178447,87.140362299,11.8163809061397,83.046947249,31.77587253,47.788953144,38.827165326,76.4425443031616,10.0696625352379,32.7555891696764,17.8442080330162,35.92735999,8.34934116300208,21.5079834561575,31.6431024394659,38.5997692777547,5.98691440000614,26.4819262892532,13.2690699357453,2.14169315650651,39.5,86.1019257084348,37.0150964989274,29.3039716960283,36.1017254827847,17.5748124622997,2.64765137495917,"west","The West Side"
"West Englewood","67",29899,-87.666598,41.775926,48.103544615,81.5101094550786,13.2296051313759,5.01446848709496,1.73748045623478,36.155705434,76.404562513,57.109010694,64.8243599377268,25.9,26.121351431,63.5006602236881,22.2810632,97.311086255,18.902895691664,81.117096293,40.436149244,47.620277891,43.311740624,76.7560149703992,9.90555675819545,41.6559667402328,21.7931340080077,49.502664576,11.197784928867,33.0953344637634,44.3398013567538,32.7001981776474,5.11275627660172,7.99559522195585,3.8037500066894,0.925881792628132,87.9,92.0435918792784,37.0004607730816,36.4375223378797,45.0839467224045,5.54221598032761,4.8097654406748,"south","The South Side"
"Englewood","68",24322,-87.642502,41.777201,75.248770082,88.9815162652863,12.8940360966017,5.803663762966,2.30684129945357,26.550314206,79.329720142,69.177382441,53.562172487691,24.7,11.629907881,22.2534617002075,50.62309173,87.857315162,23.7942442255749,86.607704301,29.37755703,44.797671748,40.266174374,79.4857870031032,13.4764139034436,60.8995783321013,22.3748150484797,52.074359799,15.9203126273668,36.0181077072662,49.8739503864679,26.5866128601325,8.31608011108076,4.39036664272537,0.730477631406293,1.25757553987018,100.4,95.497275219199,70.7575762471329,40.2871031871032,48.9688806548948,2.16895382847067,4.76829139882264,"south","The South Side"
"Greater Grand Crossing","69",31543,-87.616139,41.763251,51.628832055,83.4947470691415,12.9891692820656,6.08646726299288,2.26736059235357,30.279052654,87.263626602,69.971733741,52.1624658220099,21.4,31.026163469,10.5555862885626,32.45432305,77.421680866,20.4611973543668,86.210168957,47.473661233,48.318681014,38.923027453,88.5588919536956,21.5725743593661,64.5851715651361,16.9477146437414,40.682514321,18.6022635644107,30.0168023400411,41.6699623313187,27.0792745949061,5.54283022855025,1.99362889385207,0.537365675767471,0.971954980918839,94.1,98.4103481566903,77.7879837942744,36.9135602356024,46.2194835633858,0.617856965721303,6.52557310446636,"south","The South Side"
"Lincoln Park","7",70425,-87.649491,41.922696,24.346167085,16.5065626601661,16.24747944915,0.713051106208254,0.279551967018034,77.205216945,98.289208673,94.385156142,33.8605929966811,26.3,75.978282818,4.68280359213997,35.40366578,69.082608829,4.7228643278975,94.950274784,87.445305833,63.496650974,44.253764659,97.8861797194152,85.7312817859907,81.292986634616,3.66726943477668,38.393059682,1.16263667252235,8.78562108480703,3.27075582720002,82.1127729706579,1.35223567006449,13.1868738523129,1.10917138830735,79.4779786560877,0,98.9731510454447,75.3982050765079,12.3314468603841,4.45300125611488,7.05915233272026,2.26869868028943,"north","The North Side"
"Ashburn","70",41280,-87.708363,41.745756,26.630210883,69.0871224224352,14.0465598881995,4.82722156486336,1.26874396296874,40.376832689,96.127989872,69.916343922,61.5607696909006,15.3,48.078102896,68.2132581272332,17.70925895,95.323913504,11.7008101247472,95.655509272,65.399440181,69.668804266,26.674318383,80.9247224627392,19.9863421734271,28.5981020319447,9.93449127301904,43.711882326,7.73464815577036,13.1596784234073,17.7359710978408,72.4463770290173,3.73464553643413,17.7558221988527,6.26304699119127,8.77374260331259,21.8,90.7511840027271,38.2144284299702,15.9574479936478,22.8686169982455,9.34233938305015,3.43737329763733,"south","The South Side"
"Auburn Gresham","71",44959,-87.656305,41.744203,65.472692575,80.6052360207367,13.0280001333406,6.11908510868116,2.48871285063472,20.552076287,89.114646647,61.29280461,53.0031061345371,18.7,15.148574113,25.2419026015466,45.75565935,87.824052145,19.8148486192623,77.981963386,27.961038775,39.715545894,25.926782897,83.9837185981116,16.1722186013207,48.3345180873956,19.3920631195418,45.18638486,16.9938570483232,26.328193877184,37.8262393017862,37.0883499267276,4.04563151511833,3.22272681711742,1.07250821866018,1.06505634989801,87,95.7952986835126,51.8137915643628,29.8605509,40.9802151338454,1.98738376903332,4.39624309646587,"south","The South Side"
"Beverly","72",19950,-87.675072,41.713148,16.099581871,13.4895216054874,14.4732397138178,4.64922111904007,0.495182796422148,45.526814278,97.400438447,74.023764399,31.7368167620704,40.5,81.385364931,50.254538522419,30.45753095,41.873757441,10.5120812436319,82.907068518,84.445160837,84.285705618,70.64792717,96.9777832614558,58.9847597349796,71.4447064938831,7.5548297614625,70.513238036,4.05698217001561,5.04923627701067,6.16052993922626,62.1342523290991,3.16998091339738,3.67399445831885,0.055480968590574,55.8179099098103,7.9,99.4794586140869,72.2422329038949,10.4421775170178,10.4432172805194,0.943060895471699,4.48172746218699,"south","The South Side"
"Washington Heights","73",25075,-87.648897,41.717495,21.635223617,66.4630713722018,12.8426039054365,5.26849089611249,1.37434653715521,43.034293545,92.759531592,61.202520314,51.9320249257638,21.4,49.367262472,64.8556030826281,19.20663155,72.327061458,18.8461585239743,91.53017969,50.269267633,55.422907175,41.181675966,90.1114211811806,28.2232151014178,66.2342144304974,12.6052542592324,50.925157321,8.7784059252977,14.2911676616801,28.1031585897244,31.0806472412382,5.92505885035815,1.10615367798574,0.0207714416906288,1.48076231968764,70.8,98.1803777144308,77.9992280769855,26.1258513619191,28.4111565934302,0.48790167601885,6.13560473014156,"south","The South Side"
"Mount Greenwood","74",18633,-87.713189,41.694876,6.8554499429,24.3278406886242,14.035811158648,5.36375806454497,1.08467457113684,61.071495697,88.982788078,78.907981483,37.2498902025593,18.6,84.563346694,62.7846679184914,25.85451107,53.695782125,10.9801331156244,86.569792399,95.659499664,85.244744029,50.441613118,95.9271667534375,40.8449578644136,69.5628746245277,6.09317972942754,52.718215698,3.9648605878273,6.20273660175397,3.2645076757097,91.8539537757479,1.63390967902185,2.45042807057828,0.54607562050503,83.9732971963467,0,97.9768734808453,50.4788462477453,10.264327293564,8.44115192547347,0.545988865096649,4.40098772990885,"south","The South Side"
"Morgan Park","75",21714,-87.669062,41.689729,23.624819104,52.2969022168089,14.0989444822903,4.05628991983933,1.18136353708911,42.989890368,92.859560521,74.644230957,48.7378429779264,28.1,56.01548736,32.3508556614186,31.11878961,89.422832207,13.3404025087954,90.815294173,79.796737078,65.819120789,41.652203873,93.2315802339597,39.4037978096509,59.3719414939203,9.01879259494341,45.757646598,6.33438369735308,13.4104928079775,17.681093212667,49.1794091532205,1.55839369897129,3.26447981870084,0.296617662224277,30.6542790612963,59.5,98.1174989850782,69.2554768017657,21.877758511034,22.1608040758116,0.939595780052942,4.8675740996092,"south","The South Side"
"O'Hare","76",14416,-87.893699,41.975696,6.7238200164,59.9907566862553,12.9893081715445,1.29462302187179,0.455479922680109,53.636200327,92.159950026,77.402432631,42.3199067662672,NA,73.316652054,75.7712840549324,34.27866975,87.385578926,7.64119156039109,81.783262209,84.809828656,72.635567484,39.046119398,91.2107001381775,40.2414991113351,70.472165953356,4.45463340799501,40.020650531,3.40871371747505,8.65547534894401,6.27443780718068,84.5995795911992,1.51713553288866,57.9507021503489,13.8976324482885,61.1013802998617,0,96.4949809942693,94.4029907067712,16.382905497433,18.8673949628422,31.8037664160514,2.95821330155727,"north","The North Side"
"Edgewater","77",56308,-87.663419,41.986719,15.864158492,58.0145766086318,13.8663684478073,1.6902922330976,0.453682715904957,70.673404255,93.052423794,89.148166144,43.0656732046871,26.3,70.345591667,0.00151651223009447,33.40747465,61.781675884,11.0629510552876,86.71901057,88.121849673,64.723371055,59.983997179,93.0551223083183,60.0275775401917,58.3420912477952,7.39086385527919,53.746607932,1.79150732886735,15.778411605998,10.8547042243814,69.4723398702186,2.91995079212532,26.2576595863601,5.40329020548415,53.6475078351646,4,96.8871601307888,77.9977530101089,17.2094678905321,15.5359620315475,11.3047675619282,2.83401871872558,"north","The North Side"
"Near North Side","8",97789,-87.633318,41.899611,35.414202725,26.1984750904374,16.0473291501948,1.40753538188113,0.412193604770167,68.373296695,97.326714916,92.834547037,35.3371538048471,17.8,66.503255112,0.00347276661890658,29.71138997,70.623466242,7.70393353166755,97.324837311,69.844978438,69.797834878,51.875295519,98.3459893748911,84.305599136589,63.0512807003643,2.78235831523211,33.835172956,1.58838259495122,9.50060573140394,4.7870086749272,84.8320937615441,1.0766518752067,17.5890214856921,0.638381482774881,68.6112538436234,2.2,99.4941763591015,76.9525375231516,13.8394245,6.13838960825642,9.25772787982221,2.16706612062483,"north","The North Side"
"Edison Park","9",11521,-87.81378,42.007627,NA,8.16174762769048,16.0079796880569,0.680027681478166,0.100023157555721,57.806709034,97.16682861,82.679660846,37.922088109686,23.4,85.028504689,26.3903188152609,30.84433146,92.662290679,7.29856685651668,91.770933839,94.731181397,79.381962439,49.449627166,97.4995842182822,55.351425475636,57.0776495508473,3.22606551243208,61.753697219,2.0111946009631,6.36981941407552,1.8477309891498,99.9999051299556,1.00973229142727,11.9581391246301,1.47466741004764,80.3715065720763,0,99.3038668494713,50.5919397462495,8.93379124890246,4.46160531185302,4.40971829629892,2.88474145080971,"north","The North Side"
"United States",NA,333287562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,89.6,35.7,NA,4.3,NA,2.33370905092462,12.6,12.4,NA,2.5,13.856555799103,8.4,57.7,NA,NA,NA,12.8,25.6611955414046,6.50280672640283,6.2,NA,NA
